Stories,,,,
Sales by Items By Group,,,,
Total by Division: GRAB&GO FOOD,,838,"160,433.33",
Division: DONUTS,,,,
Group: DONUTS,,,,
PISTACHIO CREAM DOUGHNUTS,,98,"19,600.00",
BOSTON CREAM DONUT,,102,"20,400.00",
OREO DOUGHNUTS,,102,"20,400.00",
HAZELNUT DOUGHNUTS,,105,"21,000.00",
STRAWBERRY DOUGHNUTS,,72,"14,400.00",
LOTUS DOUGHNUTS,,115,"23,000.00",
KINDER DOUGHNUTS,,110,"22,000.00",
Total by Group: DONUTS,,704,"140,800.00",
Total by Division: DONUTS,,704,"140,800.00",
Total by Branch: Stories.,,"121,530.70","14,697,863.33",
Branch: Stories Ain El Mreisseh,,,,
Division: HOT BAR SECTION,,,,
Group: BLACK COFFEE,,,,
ESPRESSO,,9454,"1,472,911.74",
DOUBLE ESPRESSO,,9752,"1,810,704.15",
AMERICANO SMALL,,3856,"730,693.70",
19-Jan-26,Years:2025 Months:0,,Page 72 of,359
Description,Barcode,Qty,Total Amount,
AMERICANO MEDIUM,,2865,"630,112.01",
AMERICANO LARGE,,540,"132,252.67",
BLACK COFFEE SMALL,,8001,"1,313,887.38",
BLACK COFFEE MEDIUM,,4686,"939,671.48",
BLACK COFFEE LARGE,,797,"185,491.89",
SINGLE ESPRESSO MACC,,284,"43,564.17",
DOUBLE ESPRESSO MAC,,331,"60,864.86",
TRIPLE ESPRESSO,,265,"26,749.67",
SINGLE LONGO,,929,"164,331.77",
DOUBLE LONGO,,654,"120,584.14",
Total by Group: BLACK COFFEE,,42414,"7,631,819.64",
Group: MIXED HOT BEVERAGE,,,,
LATTE SMALL,,10442,"2,011,079.65",
LATTE MEDIUM,,12020,"2,714,020.35",
CAPPUCCINO SMALL,,5099,"998,800.00",
CAPPUCCINO MEDIUM,,4952,"1,119,011.47",
MOCHA SMALL,,1587,"346,403.06",
MOCHA MEDIUM,,2253,"581,079.04",
WHITE MOCHA SMALL,,7091,"1,262,017.80",
WHITE MOCHA MEDIUM,,7566,"1,947,621.63",
CARAMEL MACHIATO SMALL,,2129,"475,259.52",
CARAMEL MACHIATO MEDIUM,,3685,"947,309.91",
SIGNATURE HOT CHOCOLATE SMALL,,3791,"861,704.50",
SIGNATURE HOT CHOCOLATE MEDIUM,,4232,"1,125,172.38",
STEAMED MILK SMALL,,150,"19,101.50",
STEAMED MILK MEDIUM,,105,"17,570.57",
LATTE LARGE,,1474,"391,584.39",
MOCHA  LARGE,,249,"74,340.54",
CAPPUCCINO LARGE,,628,"166,714.72",
STEAMED MILK LARGE,,13,"2,583.78",
WHITE MOCHA LARGE,,1189,"354,109.61",
CARAMEL MACCHIATO LARGE,,292,"87,012.31",
MATCHA LATTE SMALL,,862,"168,306.31",
MATCHA LATTE MEDIUM,,1271,"286,481.26",
MATCHA LATTE LARGE,,223,"59,272.07",
FLAT WHITE,,5200,"903,026.85",
HOT DOUBLE SHOT SMALL,,985,"180,235.13",
HOT DOUBLE SHOT MEDIUM,,1213,"322,520.12",
19-Jan-26,Years:2025 Months:0,,Page 73 of,359
Description,Barcode,Qty,Total Amount,
HOT DOUBLE SHOT LARGE,,59,"19,468.47",
TOFFEE NUT LATTE MEDIUM,,1165,"311,358.56",
TOFFEE NUT LATTE SMALL,,688,"160,705.41",
CLASSIC HOT CHOC SMALL,,274,"62,466.01",
CLASSIC HOT CHOC MEDIUM,,321,"84,737.66",
HOT DOUBLE SHOT TOFFEE NUT SMALL,,13,"3,452.25",
HOT DOUBLE SHOT TOFFEE NUT MEDIUM,,36,"10,731.53",
CLASSIC HOT CHOC LARGE,,16,"4,714.41",
SPANISH LATTE SMALL,,2512,"597,214.24",
SPANISH LATTE MEDIUM,,3931,"1,155,538.74",
SALTED CARAMEL LATTE SMALL,,373,"83,061.26",
SALTED CARAMEL LATTE MEDIUM,,502,"132,821.62",
SALTED CARAMEL LATTE LARGE,,64,"20,963.96",
SIGNATURE HOT CHOCOLATE LARGE,,287,"85,506.61",
TOFFEE NUT LATTE LARGE,,136,"45,228.23",
Total by Group: MIXED HOT BEVERAGE,,89078,"20,200,307.43",
Group: TEA,,,,
ENGLISH BREAKFAST TEA MEDIUM,,1245,"194,948.95",
EARL GREY LAVENDER TEA MEDIUM,,838,"138,301.80",
ORGANIC GREEN TEA MEDIUM,,1256,"208,974.47",
SOUTHERN MINT HERBAL TEA MEDIUM,,726,"121,096.10",
ADD ENGLISH BREAKFAST TEA BAG,,35,"1,279.88",
ADD EARL GREY LAVENDER  BAG,,9,352.25,
ADD GREEN TEA BAG,,18,827.93,
ADD SOUTHERN MINT HERBAL TEA BAG,,8,301.5,
GOLDEN CHAMOMILE HERBAL TEA MEDIUM,,636,"105,653.15",
SWEET GINGER PEACH BLACK TEA MEDIUM,,298,"49,150.15",
ADD GOLDEN CHAMOMILE HERBAL TEA BAG,,12,460.96,
ADD SWEET GINGER PEACH BLACK  TEA BAG,,6,234.83,
BOMBAY CHAI BLACK TEA MEDIUM,,364,"59,003.00",
ADD BOMBAY CHAI TEA BAG,,6,226.13,
MEDITERRANEAN CARAMEL TEA MEDIUM,,123,"20,644.14",
LEMONGRASS&ORANGE TEA MEDIUM,,228,"38,253.75",
ADD MEDITERRANEAN CARAMEL TEA BAG,,33,"1,387.39",
ADD LEMONGRASS&ORANGE TEA BAG,,6,252.25,
Total by Group: TEA,,5847,"941,348.65",
Group: BEANS,,,,
19-Jan-26,Years:2025 Months:0,,Page 74 of,359
Description,Barcode,Qty,Total Amount,
YIRGACHEFFE BEANS 250G,,14,"9,069.07",
HOUSE BLEND BEANS 250G,,113,"58,363.96",
AMERICAN COFFEE BEANS 250G,,17,"8,168.17",
Total by Group: BEANS,,144,"75,601.20",
Total by Division: HOT BAR SECTION,,137483,"28,849,076.92",
Division: COLD BAR SECTION,,,,
Group: MIXED COLD BEVERAGES,,,,
ICED AMERICANO SMALL,,1071,"213,463.12",
ICED AMERICANO MEDIUM,,1903,"434,082.70",
ICED LATTE SMALL,,4023,"761,075.68",
ICED LATTE MEDIUM,,10250,"2,361,682.18",
ICED MOCHA SMALL,,566,"116,718.92",
ICED MOCHA MEDIUM,,1791,"475,346.55",
ICED WHITE MOCHA SMALL,,2596,"541,086.48",
ICED WHITE MOCHA MEDIUM,,6553,"1,739,778.99",
ICED AMERICANO LARGE,,347,"91,298.14",
ICED LATTE LARGE,,1347,"357,169.97",
ICED MOCHA LARGE,,259,"76,718.62",
ICED WHITE MOCHA LARGE,,1660,"492,425.52",
DOUBLE SHOT SHAKEN MEDIUM,,3166,"741,550.87",
DOUBLE SHOT SHAKEN LARGE,,423,"112,271.47",
ICED MATCHA LATTE SMALL,,1650,"327,019.82",
ICED MATCHA LATTE MEDIUM,,4826,"1,111,389.49",
ICED MATCHA LATTE LARGE,,1140,"302,094.90",
DOUBLE SHOT SHAKEN SMALL,,2533,"283,655.86",
ICED CARAMEL MACCHIATO SMALL,,1157,"262,025.52",
ICED CARAMEL MACCHIATO MEDIUM,,3562,"945,809.01",
ICED CARAMEL MACCHIATO LARGE,,398,"118,213.21",
ICED TOFFEE NUT LATTE SMALL,,47,"11,014.11",
ICED TOFFEE NUT LATTE MEDIUM,,151,"40,327.93",
ICED CLASSIC CHOC MEDIUM,,424,"112,658.26",
ICED CLASSIC CHOC SMALL,,234,"52,963.66",
BLUE NADE,,1900,"502,757.96",
ICED DOUBLE SHOT TOFFEE NUT SMALL,,3,720,
ICED DOUBLE SHOT TOFFEE NUT MEDIUM,,27,"7,094.29",
SIGNATURE ICED CHOCOLATE SMALL,,62,"14,150.15",
SIGNATURE ICED CHOCOLATE MEDIUM,,110,"29,069.07",
ICED DOUBLE SHOT TOFFEE NUT ,,6,"1,740.54",
19-Jan-26,Years:2025 Months:0,,Page 75 of,359
Description,Barcode,Qty,Total Amount,
LARGE,,,,
ICED TOFFEE NUT LATTE LARGE,,19,"6,201.20",
ICED CLASSIC CHOC LARGE,,21,"6,231.53",
SIGNATURE ICED CHOCOLATE LARGE,,19,"5,591.59",
ICED SPANISH LATTE SMALL,,2568,"612,050.09",
ICED SPANISH LATTE MEDIUM,,7084,"2,064,862.52",
ICED SALTED CARAMEL LATTE SMALL,,283,"64,230.63",
ICED SALTED CARAMEL LATTE MEDIUM,,781,"206,762.76",
ICED SALTED CARAMEL LATTE LARGE,,91,"27,954.95",
COLD BREW BOTTLE,,1445,"248,678.68",
Total by Group: MIXED COLD BEVERAGES,,66496,"15,879,936.98",
Group: BLENDED BRINKS,,,,
COFFEE FRAPPE SMALL,,438,"82,365.77",
COFFEE FRAPPE MEDIUM,,1062,"235,174.78",
CARAMEL FRAPP SMALL,,3869,"880,111.11",
CARAMEL FRAPP MEDIUM,,12842,"3,416,663.32",
CARAMEL FRAPP LARGE,,1511,"469,124.44",
COFFEE FRAPP LARGE,,149,"36,932.13",
MOCHA FRAPP SMALL,,1262,"272,064.57",
MOCHA FRAPP MEDIUM,,3729,"975,710.51",
MOCHA FRAPP LARGE,,571,"163,412.61",
ESPRESSO FRAPP SMALL,,516,"95,585.59",
ESPRESSO FRAPP MEDIUM,,1464,"319,355.56",
ESPRESSO FRAPP LARGE,,205,"51,019.82",
VANILLA CREAM FRAPP SMALL,,612,"133,115.62",
VANILLA CREAM FRAPP MEDIUM,,1114,"285,415.02",
VANILLA CREAM FRAPP LARGE,,144,"41,122.82",
WHITE MOCHA FRAPP SMALL,,324,"71,318.02",
WHITE MOCHA FRAPP MEDIUM,,1117,"286,392.79",
WHITE MOCHA FRAPP LARGE,,127,"36,379.58",
WHITE MOCHA CREAM FRAPP SMALL,,96,"21,103.00",
WHITE MOCHA CREAM FRAPP MEDIUM,,324,"82,881.68",
CHOCOLATE CREAM FRAPP MEDIUM,,2757,"733,607.21",
CHOCOLATE CREAM FRAPP LARGE,,333,"94,381.38",
WHITE MOCHA CREAM FRAPP LARGE,,50,"14,228.53",
CHOCOLATE CREAM FRAP SMALL,,1458,"323,270.57",
CARAMEL CREAM  FRAPP MEDIUM,,2176,"579,120.72",
CARAMEL CREAM  FRAPP LARGE,,265,"82,248.41",
19-Jan-26,Years:2025 Months:0,,Page 76 of,359
Description,Barcode,Qty,Total Amount,
CARAMEL CREAM FRAPP SMALL,,1306,"286,178.08",
MATCHA CREAM  FRAPP SMALL,,550,"121,488.89",
MATCHA CREAM FRAPP MEDIUM,,1488,"381,145.95",
MATCHA CREAM FRAPP LARGE,,287,"81,321.02",
STRAWBERRY CREAM FRAPP SMALL,,2086,"457,062.46",
STRAWBERRY CREAM FRAPP MEDIUM,,3719,"989,748.95",
STRAWBERRY CREAM FRAPP LARGE,,451,"129,012.31",
VANILLA FRAP SMALL,,140,"30,493.09",
VANILLA FRAPP MEDIUM,,381,"96,898.50",
VANILLA FRAPP LARGE,,45,"12,609.61",
HAZELNUT FRAPP SMALL,,39,"8,196.10",
HAZELNUT FRAPP MEDIUM,,70,"17,477.48",
HAZELNUT FRAPP LARGE,,16,"4,472.97",
TOFFEENUT FRAP SMALL,,36,"8,945.05",
TOFFEENUT FRAP MEDIUM,,74,"21,229.01",
TOFFEENUT CREAM  FRAP SMALL,,9,"2,260.96",
TOFFEENUT CREAM  FRAP MEDIUM,,30,"8,615.50",
TOFFEENUT CREAM  FRAP LARGE,,7,"2,201.20",
TOFFEENUT FRAP LARGE,,8,"2,468.47",
SALTED CARAMEL FRAPPE SMALL,,267,"65,094.53",
SALTED CARAMEL CREAM FRAPPE SMALL,,78,"19,213.69",
SALTED CARAMEL CREAM FRAPPE MEDIUM,,240,"66,897.12",
SALTED CARAMEL CREAM FRAPPE LARGE,,34,"10,474.47",
SALTED CARAMEL FRAPPE MEDIUM,,867,"238,239.64",
SALTED CARAMEL FRAPPE LARGE,,115,"35,162.16",
STRAWBERRY SHAKE,,7,"2,312.31",
Total by Group: BLENDED BRINKS,,50865,"12,881,325.09",
Group: ICE TEA,,,,
ICED PEACH TEA  SMALL,,1779,"116,031.83",
ICED PEACH TEA  MEDIUM,,1590,"390,385.59",
ICED LEMON TEA  SMALL,,1,210.21,
ICED LEMON TEA  MEDIUM,,3,747.15,
ICED RASPBERRY TEA  SMALL,,2,233.33,
ICED RASPBERRY TEA  MEDIUM,,3,800,
ICED LEMON TEA LARGE,,1,270.27,
ICED PEACH TEA LARGE,,415,"114,540.54",
Total by Group: ICE TEA,,3794,"623,218.92",
Group: ADD SYRUP,,,,
19-Jan-26,Years:2025 Months:0,,Page 77 of,359
Description,Barcode,Qty,Total Amount,
ADD CARAMEL SMALL,,2743,"86,679.28",
ADD VANILLA SMALL,,2334,"73,579.88",
ADD HAZELNUT SMALL,,703,"21,638.14",
ADD CARAMEL MEDIUM,,6339,"202,688.30",
ADD VANILLA MEDIUM,,4797,"152,332.14",
ADD HAZELNUT MEDIUM,,1208,"38,651.38",
ADD SHOT,,16994.5,"579,668.31",
ADD WHIPPED CREAM,,808,"26,074.48",
ADD MOCHA SMALL,,155,"4,755.26",
ADD WHITE MOCHA SMALL,,4080,"82,338.74",
ADD CARAMEL DRIZZLE,,2771,"90,815.32",
ADD CHOCOLATE DRIZZLE,,880,"28,751.65",
ADD CARAMEL LARGE,,669,"21,361.86",
ADD VANILLA LARGE,,1602,"50,575.68",
ADD HAZELNUT LARGE,,155,"4,948.65",
ADD CARAMEL SF MEDIUM,,2942,"92,930.04",
ADD CARAMEL SF LARGE,,469,"14,609.31",
ADD VANILLA SF SMALL,,2440,"75,504.21",
ADD VANILLA SF MEDIUM,,4562,"143,778.69",
ADD VANILLA SF LARGE,,861,"26,846.85",
ADD CARAMEL SF SMALL,,1377,"43,160.66",
ADD YIRGACHEFFE SHOT,,1240,"41,487.99",
REPLACE 1 SHOT YIRGACHEFFE,,4463,"294,963.36",
REPLACE 2 SHOT YIRGACHEFFE,,944,"59,966.97",
REPLACE 3 SHOT YIRGACHEFFE,,244,"15,328.53",
NO WHIPPED CREAM,,228,0,
ADD WHITE MOCHA MEDIUM,,4402,"141,646.25",
ADD WHITE MOCHA LARGE,,489,"15,441.14",
1 SHOT DECAFE,,2439,0,
2 SHOT DECAFE,,3771,0,
3 SHOT DECAFE,,818,0,
ADD MOCHA LARGE,,55,"1,744.14",
ADD MOCHA MEDIUM,,305,"9,885.89",
STRAWBERRY DRIZZLE TOPPING,,787,"25,546.25",
ADD TOFFEE NUT SMALL,,23,713.81,
ADD TOFFEE NUT MEDIUM,,34,"1,087.09",
ADD BANANA SAUCE SMALL,,91,"3,000.30",
ADD BANANA SAUCE MEDIUM,,154,"5,054.05",
19-Jan-26,Years:2025 Months:0,,Page 78 of,359
Description,Barcode,Qty,Total Amount,
ADD BANANA SAUCE LARGE,,8,533.33,
ADD RASPBERRY SAUCE SMALL,,84,"2,800.00",
ADD RASPBERRY SAUCE MEDIUM,,168,"5,600.00",
ADD RASPBERRY SAUCE LARGE,,6,400,
ADD MATCHA SMALL,,2,90.09,
ADD MATCHA MEDIUM,,19,"1,027.03",
ADD MATCHA LARGE,,4,240.24,
Total by Group: ADD SYRUP,,79667.5,"2,488,245.28",
Group: REPLACE,,,,
REPLACE ALMOND SMALL,,1453,"134,372.61",
REPLACE ALMOND MEDIUM,,2344,"276,102.58",
REPLACE COCONUT SMALL,,1268,"114,202.34",
REPLACE COCONUT MEDIUM,,2403,"226,097.36",
REPLACE SKIMMED MILK SMALL,,4832,0,
REPLACE SKIMMED MILK MEDIUM,,7477,0,
REPLACE LACTOSE FREE SMALL,,2826,0,
REPLACE LACTOSE FREE MEDIUM,,4855,0,
REPLACE SUGAR FREE OAT MEDIUM,,685,"86,338.74",
REPLACE SUGAR FREE OAT SMALL,,511,"48,860.36",
REPLACE SUGAR FREE SOYA SMALL,,142,"13,664.87",
REPLACE SUGAR FREE SOYA MEDIUM,,195,"24,744.74",
REPLACE SUGAR FREE ALMOND SMALL,,237,"22,381.98",
REPLACE SUGAR FREE ALMOND MEDIUM,,464,"59,210.81",
REPLACE ALMOND LARGE,,369,"52,682.88",
REPLACE COCONUT LARGE,,466,"45,756.94",
REPLACE LACTOSE FREE LARGE,,636,0,
REPLACE SKIMMED MILK LARGE,,1212,0,
REPLACE SUGAR FREE ALMOND LARGE,,54,"8,521.02",
REPLACE SUGAR FREE OAT LARGE,,91,"14,390.39",
REPLACE SUGAR FREE SOYA LARGE,,48,"7,653.15",
ADD FULL FAT MILK,,150,0,
ADD SKIMMED MILK,,48,0,
Total by Group: REPLACE,,32766,"1,134,980.79",
Total by Division: COLD BAR SECTION,,233588.5,"33,007,707.06",
Division: GRAB&GO BEVERAGES,,,,
Group: SOFT DRINKS,,,,
WATER,,71906,"2,695,662.40",
19-Jan-26,Years:2025 Months:0,,Page 79 of,359
Description,Barcode,Qty,Total Amount,
ORANGE JUICE,,2538,"424,966.97",
LEMON JUICE,,871,"145,855.86",
MAWARDI JUICE,,632,"105,798.80",
APPLE JUICE,,671,"112,336.34",
POMEGRANATE JUICE,,813,"136,088.59",
SAN BENEDETTO CLEMENTINE 330ML/24,,1021,"170,894.89",
SAN BENEDETTO GLASS 250ML/24,,594,"80,578.98",
SAN BENEDETTO LEMON 330ML/24,,972,"162,771.77",
RIM SPARKLING WATER-250 ML,,2320,"149,499.46",
Total by Group: SOFT DRINKS,,82338,"4,184,454.05",
Total by Division: GRAB&GO BEVERAGES,,82338,"4,184,454.05",
Division: COFFEE PASTRY,,,,
Group: COFFEE PASTRY,,,,
DOUBLE CHOCOLATE MUFFIN,,1830,"364,405.41",
ORANGE CAKE,,1454,"416,132.43",
RED VELVET CAKE,,1109,"332,907.51",
BROWNIES CAKE,,1909,"298,710.21",
LAZY CAKE,,2603,"811,351.65",
BLUEBERRY CHEESE CAKE,,1283,"458,762.76",
FRAMBOISE CHEESE CAKE,,812,"288,867.87",
LOTUS CHEESE CAKE,,964,"345,753.76",
CHOCOLATE MUFFIN,,92,"17,329.73",
CARROT CAKE,,816,"231,183.79",
VANILLA MUFFIN,,0,0,
BLUEBERRY MUFFIN,,1119,"222,763.96",
APRICOT SABLE,,802,"190,082.58",
CHOCOLATE SABLE,,1327,"314,495.80",
RED VELVET MUFFIN_,,117,"23,250.45",
Total by Group: COFFEE PASTRY,,16237,"4,315,997.91",
Total by Division: COFFEE PASTRY,,16237,"4,315,997.91",
Division: CROISSANT,,,,
Group: CROISSANT,,,,
CHEESE CROISSANT,,3525,"721,224.03",
THYME CROISSANT,,1582,"301,772.97",
PLAIN CROISSANT,,605,"112,259.46",
CHOCOLATE CROISSANT,,2052,"420,048.65",
OLIVE CROISSANT,,35,"7,020.42",
19-Jan-26,Years:2025 Months:0,,Page 80 of,359
Description,Barcode,Qty,Total Amount,
ALMOND CROISSANT,,170,"34,000.00",
Total by Group: CROISSANT,,7969,"1,596,325.53",
Total by Division: CROISSANT,,7969,"1,596,325.53",
Division: COOKIES,,,,
Group: COOKIES,,,,
NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,,2220,"703,828.83",
NY STYLE COOKIE - DOUBLE CHOCOLATE,,682,"209,957.96",
GINGERBREAD COOKIES,,8,"2,402.40",
Total by Group: COOKIES,,2910,"916,189.19",
Total by Division: COOKIES,,2910,"916,189.19",
Division: FRENCH PASTRY,,,,
Group: FRENCH PASTRY,,,,
FONDANT AU CHOCOLAT,,1206,"416,864.86",
ECLAIR ORIGINAL,,1493,"373,963.97",
ECLAIR CHOCOLAT,,1502,"376,248.65",
TARTE AU CHOCOLAT,,173,"40,403.60",
CHRISTMAS ORIGINAL ECLAIR,,1009,"248,383.78",
ECLAIR CARAMEL,,965,"238,205.41",
MACARONS,,8,"2,133.33",
CHOCOLATE SALTED CAKE,,573,"182,940.24",
ECLAIR COFFEE,,109,"29,459.46",
CHRISTMAS PISTACHIO ECLAIR,,35,"12,612.61",
Total by Group: FRENCH PASTRY,,7073,"1,921,215.92",
Total by Division: FRENCH PASTRY,,7073,"1,921,215.92",
Division: FROZEN YOGHURT,,,,
Group: COMBO TOPPINGS,,,,
GUMMY BEARS COMBO,,8386,0,
GRANOLLA COMBO,,7930,0,
WAFER ROLL COMBO,,7297,0,
MARSHMALLOW COMBO,,9820,0,
BROWNIES COMBO,,9574,0,
LOTUS BISCUIT COMBO,,8616,0,
CHOCOLATE CHIPS COMBO,,10352,0,
OREO COMBO,,9367,0,
SPRINKLES COMBO,,4552,0,
MIXED NUTS COMBO,,4858,0,
OATS COMBO,,733,0,
19-Jan-26,Years:2025 Months:0,,Page 81 of,359
Description,Barcode,Qty,Total Amount,
STRAWBERRY COMBO,,38189,0,
PINEAPPLE COMBO,,16463,0,
MANGO COMBO,,27564,0,
HONEY COMBO,,943,0,
BLUEBERRIES COMBO,,29216,0,
Total by Group: COMBO TOPPINGS,,193860,0,
Group: TOPPINGS,,,,
GRANOLLA,,132,"8,469.67",
WAFER ROLL,,74,"4,728.53",
MARSHMALLOW,,915,"56,705.71",
BROWNIES,,95,"5,950.15",
LOTUS BISCUITS,,565,"36,008.41",
OREO,,632,"39,821.02",
SPRINKLES,,110,"6,983.18",
OATS,,9,573.57,
CHOCOLATE CHIPS,,1494,"102,935.14",
MIXED NUTS,,143,"9,189.79",
GUMMY BEARS,,147,"9,489.49",
STRAWBERRY,,900,"62,308.11",
PINEAPPLE,,402,"25,721.32",
MANGO,,471,"32,508.11",
HONEY,,805,"55,699.10",
BLUEBERRIES,,908,"62,754.96",
Total by Group: TOPPINGS,,7802,"519,846.25",
Group: LUXURY TOPPINGS,,,,
PISTACHIO CRUNCH,,3552,"358,208.11",
CHOCOLATE QUELLA CRUNCH,,627,"63,059.46",
CHOCOLATE CRUNCH,,3111,"313,981.98",
VARIEGATO WAFER,,232,"23,200.00",
CHOCOLATE QUELLA,,3025,"304,404.50",
QUELLA PISTACCIO,,24,"2,414.71",
CRUMBOLE RED BERRIES,,75,"7,504.20",
CRUMBOLE PISTACHIO,,59,"5,902.10",
ARABESCHI COCCO SNAK,,48,"4,800.00",
CRUMBLE LEMON,,2,202.1,
NUTELLA,,409,"36,846.85",
Total by Group: LUXURY TOPPINGS,,11164,"1,120,524.02",
Group: FROZEN YOGHURT,,,,
19-Jan-26,Years:2025 Months:0,,Page 82 of,359
Description,Barcode,Qty,Total Amount,
ORIGINAL YOGHURT SMALL,,280.8,"83,105.26",
ORIGINAL YOGHURT MEDIUM,,53.5,"17,715.92",
ORIGINAL YOGHURT X-LARGE,,9.5,"4,343.24",
ORIGINAL YOGHURT COMBO SMALL,,9939.95,"3,344,346.04",
ORIGINAL YOGHURT COMBO MEDIUM,,2845.7,"1,116,143.52",
ORIGINAL YOGHURT COMBO X-LARGE,,290.9,"150,732.73",
CHOCOLATE YOGHURT SMALL,,170.8,"50,758.33",
CHOCOLATE YOGHURT MEDIUM,,55,"18,113.21",
CHOCOLATE YOGHURT X-LARGE,,21.5,"9,773.87",
CHOCOLATE YOGHURT COMBO SMALL,,5579.6,"1,867,615.62",
CHOCOLATE YOGHURT COMBO MEDIUM,,1566.7,"612,597.09",
CHOCOLATE YOGHURT COMBO X-LARGE,,129.25,"66,760.89",
OREO CREAM YOGHURT SMALL,,4,"1,083.33",
OREO CREAM YOGHURT COMBO SMALL,,91,"27,462.16",
OREO CREAM YOGHURT COMBO MEDIUM,,23.5,"8,650.00",
OREO CREAM YOGHURT COMBO X-LARGE,,1.5,750,
MANGO YOGHURT SMALL,,245,"72,325.53",
MANGO YOGHURT COMBO SMALL,,11000.85,"3,681,352.83",
MANGO YOGHURT MEDIUM,,60,"19,740.24",
MANGO YOGHURT COMBO MEDIUM,,3918.35,"1,537,656.19",
MANGO YOGHURT X-LARGE,,13.5,"6,121.17",
MANGO YOGHURT COMBO X-LARGE,,331.1,"172,685.74",
PISTACHIO YOGHURT SMALL,,12,"4,716.67",
PISTACHIO YOGHURT COMBO SMALL,,604.6,"250,490.90",
PISTACHIO YOGHURT MEDIUM,,5,"2,183.78",
PISTACHIO YOGHURT COMBO MEDIUM,,202.4,"99,916.67",
PISTACHIO YOGHURT COMBO X-LARGE,,18,"11,316.67",
LOTUS YOGHURT SMALL,,60.5,"17,905.86",
LOTUS YOGHURT MEDIUM,,13.5,"4,390.99",
LOTUS YOGHURT X-LARGE,,4.5,"2,067.57",
LOTUS YOGHURT COMBO SMALL,,2482.7,"800,905.14",
LOTUS YOGHURT COMBO MEDIUM,,807.4,"316,383.57",
LOTUS YOGHURT COMBO X-LARGE,,68,"35,524.32",
POMEGRANATE YOGHURT SMALL,,105,"31,232.43",
POMEGRANATE YOGHURT COMBO SMALL,,4047.9,"1,369,510.81",
POMEGRANATE YOGHURT COMBO MEDIUM,,1285.5,"507,027.42",
POMEGRANATE YOGHURT MEDIUM,,21,"6,909.46",
19-Jan-26,Years:2025 Months:0,,Page 83 of,359
Description,Barcode,Qty,Total Amount,
POMEGRANATE YOGHURT X-LARGE,,4.5,"2,100.00",
POMEGRANATE YOGHURT COMBO X-LARGE,,130.75,"68,428.60",
TASTING CUP MANGO,,480,0,
TASTING CUP CHOCOLATE,,466,0,
TASTING CUP OREO,,38,0,
TASTING CUP POMEGRANATE,,440,0,
TASTING CUP SPECULOSE LOTUS,,282,0,
TASTING CUP ORIGINAL YOUGHURT,,515,0,
BLUEBERRY YOGHURT SMALL,,134,"39,872.52",
BLUEBERRY YOGHURT COMBO SMALL,,7494.7,"2,533,704.96",
BLUEBERRY YOGHURT MEDIUM,,35.5,"11,729.43",
BLUEBERRY YOGHURT COMBO MEDIUM,,2584.25,"1,016,559.43",
BLUEBERRY YOGHURT X-LARGE,,3.5,"1,567.12",
BLUEBERRY YOGHURT COMBO X-LARGE,,238.6,"124,274.50",
TASTING CUP BLUEBERRY,,507,0,
TASTING CUP PISTACHIO,,139,0,
LOTUS SPREAD YOGHURT COMBO MEDIUM,,137.1,"53,522.52",
LOTUS SPREAD YOGHURT COMBO SMALL,,386,"130,756.76",
LOTUS SPREAD YOGHURT COMBO X-LARGE,,17.9,"9,138.14",
LOTUS SPREAD YOGHURT MEDIUM,,3,990.99,
LOTUS SPREAD YOGHURT SMALL,,21.5,"5,405.41",
TASTING CUP LOTUS SPREAD,,99,0,
Total by Group: FROZEN YOGHURT,,60527.3,"20,328,365.53",
Group: SPECIALTY YOGHURT,,,,
RICOTTA YOGHURT SMALL,,13.5,"3,750.00",
RICOTTA YOGHURT MEDIUM,,3.5,"1,166.67",
RICOTTA YOGHURT COMBO SMALL,,29,"9,316.67",
RICOTTA YOGHURT COMBO MEDIUM,,24,"9,583.33",
RICOTTA YOGHURT COMBO X-LARGE,,1.5,800,
TASTING CUP RICOTTA,,133,0,
Total by Group: SPECIALTY YOGHURT,,204.5,"24,616.67",
Total by Division: FROZEN YOGHURT,,273557.8,"21,993,352.46",
Division: PLAT DE JOUR,,,,
Group: PLAT DU JOUR,,,,
KIBBEB B LABAN,,2,"1,261.26",
FREEKEH WITH CHICKEN,,3,"1,891.89",
LASAGNA,,8,"5,045.05",
19-Jan-26,Years:2025 Months:0,,Page 84 of,359
Description,Barcode,Qty,Total Amount,
ORIENTAL RICE,,4,"2,522.52",
SHAKRIYEH,,4,"2,522.52",
SHISH BARAK,,9,"5,675.68",
CHICKEN ALFREDO PASTA,,19,"11,981.98",
CHICKEN STROGANOFF,,9,"5,675.68",
SPAGHETTI BOLOGNESE,,4,"2,522.52",
VEGETARIAN GRAPE LEAVES,,25,"15,765.77",
ROASTED CHICKEN,,11,"6,936.94",
NOUILLE,,4,"2,522.52",
BUTTER CHICKEN,,20,"12,612.61",
POTATO SOUFFLE,,5,"3,153.15",
B.B.Q CHICKEN,,3,"1,891.89",
Total by Group: PLAT DU JOUR,,130,"81,981.98",
Total by Division: PLAT DE JOUR,,130,"81,981.98",
Division: SANDWICHES,,,,
Group: SUB SANDWICHES,,,,
TUNA SUB,,725,"251,771.17",
VEGGIE SUB,,3226,"15,887.09",
